case,linkage,distance,kind,idx,value
1,ward.D2,euclidean,cut,6,0;1;2;0;2;2;3;2;0;2;2;4;5;1;2;0;1;4;2;5
1,single,euclidean,height,0,0.043360097119185460
1,single,euclidean,height,1,0.093358843434352481
1,single,euclidean,height,2,0.117767984906118200
1,single,euclidean,height,3,0.121336394384235310
1,single,euclidean,height,4,0.146947422692432716
1,single,euclidean,height,5,0.165889660961346525
1,single,euclidean,height,6,0.176822636212350420
1,single,euclidean,height,7,0.184561734833984609
1,single,euclidean,height,8,0.189565534639018873
1,single,euclidean,height,9,0.230600093875735213
1,single,euclidean,height,10,0.283108549342285964
1,single,euclidean,height,11,0.372096835776526469
1,single,euclidean,height,12,0.433837838258549768
1,single,euclidean,height,13,0.452523633361096189
1,single,euclidean,height,14,0.515658646991565717
1,single,euclidean,height,15,0.544649063032009773
1,single,euclidean,height,16,0.574261235545140636
1,single,euclidean,height,17,0.684062361062623414
1,single,euclidean,height,18,1.062884964518492348
1,single,euclidean,cut,2,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
1,single,euclidean,cut,3,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1
1,single,euclidean,cut,4,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;3
1,single,euclidean,cut,5,0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;0;4
1,single,euclidean,cut,6,0;0;0;0;0;0;1;0;0;0;0;2;3;0;0;0;0;4;0;5
1,centroid,euclidean,height,0,0.043360097119185460
1,centroid,euclidean,height,1,0.093358843434352481
1,centroid,euclidean,height,2,0.121336394384235310
1,centroid,euclidean,height,3,0.148783260678112345
1,centroid,euclidean,height,4,0.184561734833984609
1,centroid,euclidean,height,5,0.187601070087686311
1,centroid,euclidean,height,6,0.193535202003364021
1,centroid,euclidean,height,7,0.204148999023986893
1,centroid,euclidean,height,8,0.335177597377978087
1,centroid,euclidean,height,9,0.399655928877901301
1,centroid,euclidean,height,10,0.433837838258549768
1,centroid,euclidean,height,11,0.513807289918699617
1,centroid,euclidean,height,12,0.574261235545140636
1,centroid,euclidean,height,13,0.641502114646424371
1,centroid,euclidean,height,14,0.836346967779480255
1,centroid,euclidean,height,15,0.889810468600703897
1,centroid,euclidean,height,16,0.952255317910833177
1,centroid,euclidean,height,17,1.031271041714344028
1,centroid,euclidean,height,18,1.599969351526941530
1,centroid,euclidean,cut,2,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1
1,centroid,euclidean,cut,3,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1
1,centroid,euclidean,cut,4,0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;3;0;2
1,centroid,euclidean,cut,5,0;1;0;0;0;0;2;0;0;0;0;0;3;1;0;0;1;4;0;3
1,centroid,euclidean,cut,6,0;1;0;0;0;0;2;0;0;0;0;3;4;1;0;0;1;5;0;4
1,average,manhattan,height,0,0.053026155468870739
1,average,manhattan,height,1,0.129165374868574268
1,average,manhattan,height,2,0.138896851137740668
1,average,manhattan,height,3,0.172720444720364963
1,average,manhattan,height,4,0.237557310270575445
1,average,manhattan,height,5,0.264762680401604444
1,average,manhattan,height,6,0.279049916008054621
1,average,manhattan,height,7,0.279436186226586725
1,average,manhattan,height,8,0.406719595509127507
1,average,manhattan,height,9,0.458846910213920767
1,average,manhattan,height,10,0.557295491083241501
1,average,manhattan,height,11,0.727015760274348777
1,average,manhattan,height,12,0.807837554481057873
1,average,manhattan,height,13,0.842907687614650514
1,average,manhattan,height,14,1.099120870934886973
1,average,manhattan,height,15,1.213393592128216625
1,average,manhattan,height,16,1.294314594984040223
1,average,manhattan,height,17,1.482193959321080223
1,average,manhattan,height,18,2.305492161703035947
1,average,manhattan,cut,2,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
1,average,manhattan,cut,3,0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;2
1,average,manhattan,cut,4,0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;1;2;0;3
1,average,manhattan,cut,5,0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;1;4;0;3
1,average,manhattan,cut,6,0;1;0;0;0;0;2;0;0;0;0;3;4;2;0;0;1;5;0;4
1,complete,manhattan,height,0,0.053026155468870739
1,complete,manhattan,height,1,0.129165374868574268
1,complete,manhattan,height,2,0.138896851137740668
1,complete,manhattan,height,3,0.190660622381002426
1,complete,manhattan,height,4,0.237557310270575445
1,complete,manhattan,height,5,0.279049916008054621
1,complete,manhattan,height,6,0.297595511078745767
1,complete,manhattan,height,7,0.330541236417303042
1,complete,manhattan,height,8,0.458846910213920767
1,complete,manhattan,height,9,0.639519583432956673
1,complete,manhattan,height,10,0.807837554481057873
1,complete,manhattan,height,11,0.842907687614650514
1,complete,manhattan,height,12,0.873585362115101072
1,complete,manhattan,height,13,1.041274597847715810
1,complete,manhattan,height,14,1.213393592128216625
1,complete,manhattan,height,15,1.638652738700600908
1,complete,manhattan,height,16,1.938183415630984952
1,complete,manhattan,height,17,2.709370649470743242
1,complete,manhattan,height,18,3.165302759556026135
1,complete,manhattan,cut,2,0;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;1;0;1
1,complete,manhattan,cut,3,0;0;0;0;1;1;0;1;0;0;0;1;2;0;0;0;0;1;0;2
1,complete,manhattan,cut,4,0;0;0;0;1;1;2;1;0;0;0;1;3;2;0;0;0;1;0;3
1,complete,manhattan,cut,5,0;1;0;0;2;2;3;2;0;0;0;2;4;3;0;0;1;2;0;4
1,complete,manhattan,cut,6,0;1;0;0;2;2;3;2;0;0;0;2;4;3;0;0;1;5;0;4
1,ward.D2,manhattan,height,0,0.053026155468870739
1,ward.D2,manhattan,height,1,0.129165374868574268
1,ward.D2,manhattan,height,2,0.138896851137740668
1,ward.D2,manhattan,height,3,0.186129984984189867
1,ward.D2,manhattan,height,4,0.237557310270575445
1,ward.D2,manhattan,height,5,0.279049916008054621
1,ward.D2,manhattan,height,6,0.292816152414669684
1,ward.D2,manhattan,height,7,0.367010986308921816
1,ward.D2,manhattan,height,8,0.458846910213920767
1,ward.D2,manhattan,height,9,0.615998459924511743
1,ward.D2,manhattan,height,10,0.807837554481057873
1,ward.D2,manhattan,height,11,0.842907687614650514
1,ward.D2,manhattan,height,12,0.918065163722123656
1,ward.D2,manhattan,height,13,1.134232122890669103
1,ward.D2,manhattan,height,14,1.253624594288413885
1,ward.D2,manhattan,height,15,1.752595417952910628
1,ward.D2,manhattan,height,16,2.041569709736439364
1,ward.D2,manhattan,height,17,2.889495819120452058
1,ward.D2,manhattan,height,18,4.155010481633177655
1,ward.D2,manhattan,cut,2,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
1,ward.D2,manhattan,cut,3,0;1;1;0;0;0;1;0;0;1;1;0;2;1;1;0;1;0;1;2
1,ward.D2,manhattan,cut,4,0;1;2;0;0;0;2;0;0;2;2;0;3;2;2;0;1;0;2;3
1,ward.D2,manhattan,cut,5,0;1;2;0;3;3;2;3;0;2;2;3;4;2;2;0;1;3;2;4
1,ward.D2,manhattan,cut,6,0;1;2;0;3;3;4;3;0;2;2;3;5;4;2;0;1;3;2;5
1,single,manhattan,height,0,0.053026155468870739
1,single,manhattan,height,1,0.129165374868574268
1,single,manhattan,height,2,0.138896851137740668
1,single,manhattan,height,3,0.154780267059727500
1,single,manhattan,height,4,0.198984124385905847
1,single,manhattan,height,5,0.220439440668428799
1,single,manhattan,height,6,0.231304292556327784
1,single,manhattan,height,7,0.237557310270575445
1,single,manhattan,height,8,0.261276861374427738
1,single,manhattan,height,9,0.279049916008054621
1,single,manhattan,height,10,0.301494389769058790
1,single,manhattan,height,11,0.458846910213920767
1,single,manhattan,height,12,0.524653519871327356
1,single,manhattan,height,13,0.575989851036355249
1,single,manhattan,height,14,0.595798847627267092
1,single,manhattan,height,15,0.702002454908954965
1,single,manhattan,height,16,0.714765767455851186
1,single,manhattan,height,17,0.807837554481057873
1,single,manhattan,height,18,1.143750171746549915
1,single,manhattan,cut,2,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
1,single,manhattan,cut,3,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
1,single,manhattan,cut,4,0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;3
1,single,manhattan,cut,5,0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;3;0;4
1,single,manhattan,cut,6,0;1;0;0;0;0;2;0;0;0;0;0;3;0;0;0;1;4;0;5
1,centroid,manhattan,height,0,0.053026155468870739
1,centroid,manhattan,height,1,0.129165374868574268
1,centroid,manhattan,height,2,0.138896851137740668
1,centroid,manhattan,height,3,0.161193295402324521
1,centroid,manhattan,height,4,0.237557310270575445
1,centroid,manhattan,height,5,0.253586226629520017
1,centroid,manhattan,height,6,0.259515957189001778
1,centroid,manhattan,height,7,0.270912956492718626
1,centroid,manhattan,height,8,0.447763177983271532
1,centroid,manhattan,height,9,0.458846910213920767
1,centroid,manhattan,height,10,0.524653519871327356
