case,separation,seed,i,x,y
4,0,5,14,0.731956775170059,0.4080740637841212
4,0,5,15,-0.11712170334044557,0.2614770519466607
4,0,5,16,0.6672230829589795,-0.059953515859136816
4,0,5,17,-0.608915119717934,0.5293801297448358
4,0,5,18,0.5949707457846206,-0.6397992877405738
4,0,5,19,0.29189257034216953,-0.2782329242400326
5,0.5,1,0,0.23298702950761307,0.008302902628750322
5,0.5,1,1,0.31155209687627716,-0.06717626753567135
5,0.5,1,2,-0.2746139313932495,0.12434063280679103
5,0.5,1,3,-0.3404457516572259,-0.4864629378285359
5,0.5,1,4,0.4030274145620921,-0.021249426671916885
5,0.5,1,5,-0.8756851436199988,0.04414949444798516
5,0.5,1,6,-1.067207450513892,0.5648465468557977
5,0.5,1,7,0.22184057485475822,0.6895582261056766
5,0.5,1,8,0.2951784508193003,0.24562113263443347
5,0.5,1,9,-0.17684723611220202,-0.6779126351472462
5,0.5,1,10,0.5372469079028519,0.7373010483996173
5,0.5,1,11,-0.8771173228725508,0.5532060634189627
5,0.5,1,12,0.4045816608703159,-0.4894863014390205
5,0.5,1,13,0.4657921321531008,0.7510288433307086
5,0.5,1,14,-0.18832043638737034,-0.1305827877580742
5,0.5,1,15,0.38073955044009,0.3480676525373977
5,0.5,1,16,-0.1377897185436746,0.11494978645337753
5,0.5,1,17,0.6109154667804682,-0.012400113820630897
5,0.5,1,18,0.28718396042684496,-0.844728579812225
5,0.5,1,19,-0.18056973643262553,0.8674005607537305
6,0.5,2,0,-0.4284166720553271,0.3501709618458649
6,0.5,2,1,-1.019493007310769,-0.18706799687877698
6,0.5,2,2,-0.4256750188642026,-0.18904885605947766
6,0.5,2,3,-0.617769126984695,0.46056326820170834
6,0.5,2,4,0.014709383209999927,0.23052576596770527
6,0.5,2,5,-0.14594814788129912,0.331145096250834
6,0.5,2,6,0.08330421537138888,-0.5636072796136831
6,0.5,2,7,0.07942189305345637,0.40337056639482427
6,0.5,2,8,-0.5482454160738501,0.3311028547266473
6,0.5,2,9,-0.13362726589729557,0.029257599537997732
6,0.5,2,10,0.4446307024286274,0.08016500608064901
6,0.5,2,11,0.6117212499620032,0.9470610605226327
6,0.5,2,12,1.7126477826661057,-0.578013884065516
6,0.5,2,13,-0.16768679371229311,-0.47169060108271454
6,0.5,2,14,0.2582349768166266,0.07590010931164741
6,0.5,2,15,-0.1066542868163054,0.5024745835021895
6,0.5,2,16,-0.9525644754186187,-0.16129255477270582
6,0.5,2,17,1.263242583936285,0.38518880236869796
6,0.5,2,18,0.2982358843067976,-0.13390984322242322
6,0.5,2,19,2.1582511459958806,-0.21577969291423307
7,0.5,3,0,0.14319230577934033,0.09743911036913575
7,0.5,3,1,0.3082860647774919,0.284142941991105
7,0.5,3,2,-0.61518878274605,0.04338484548548357
7,0.5,3,3,0.06575456472498936,0.510217947591585
7,0.5,3,4,-1.022671765403487,-0.26512638757656637
7,0.5,3,5,0.5323290279119172,0.45338056570621615
7,0.5,3,6,-0.6562095322529258,0.059823759456550586
7,0.5,3,7,-0.0025844844928590016,-0.23300263782583236
7,0.5,3,8,-0.5239298192531311,-0.6993206954871172
7,0.5,3,9,-0.6213829375876905,-0.697604533911466
7,0.5,3,10,0.5282608593808427,-0.4933464300938792
7,0.5,3,11,0.8036301512719173,0.04044372076508582
7,0.5,3,12,0.15524906907976097,0.23758032718395117
7,0.5,3,13,0.27192983916121183,-0.17930470109125576
7,0.5,3,14,0.10517132623875367,-0.6419381659000116
7,0.5,3,15,-0.40243619509389295,0.7131982298489572
7,0.5,3,16,0.6529487645292766,0.003647399730791858
7,0.5,3,17,-1.2823955023978673,0.21014884111396714
7,0.5,3,18,0.03349564122434695,-0.16356153914901359
7,0.5,3,19,0.3489324205271088,-0.42606070593848944
8,0.5,4,0,-0.34933562064690904,0.1727742455938119
8,0.5,4,1,0.5056778658404052,0.42689394768087313
8,0.5,4,2,-1.100973004830265,-0.045474371240346693
8,0.5,4,3,0.8659031411528628,-0.1849308405236254
8,0.5,4,4,-0.42703208430657,-0.4539131059484811
8,0.5,4,5,-0.4971828413318901,0.26606071904546796
8,0.5,4,6,0.030500438701604182,-0.27743277985553355
8,0.5,4,7,-0.2735912102886092,-0.5639552106673617
8,0.5,4,8,-0.9058381313284832,0.03939983380729336
8,0.5,4,9,0.10505052417112853,-0.1651075014519281
8,0.5,4,10,0.14997763843072326,0.018206232352621594
8,0.5,4,11,0.42222435495170346,-0.7058198048207972
8,0.5,4,12,0.2612386311524364,-0.8098245300336202
8,0.5,4,13,-0.06154083821931705,0.47188640420465966
8,0.5,4,14,0.8752660876769629,0.042781238027087894
8,0.5,4,15,-0.332209657841377,-0.14956538910500705
8,0.5,4,16,0.5530919254045872,0.2069983172169452
8,0.5,4,17,-0.01969634581066837,0.18523210574437382
8,0.5,4,18,-0.46229370448896867,-0.21758196141254185
8,0.5,4,19,-0.5938315026577651,-0.8307299654664501
9,0.5,5,0,-0.188630324834861,-0.42653105198215185
9,0.5,5,1,-0.8724706604718909,-0.6083856067423762
9,0.5,5,2,-1.178893458094893,-0.6073734759525995
9,0.5,5,3,-0.6412346073132265,0.10543489279434992
9,0.5,5,4,-0.22130396393858054,0.2207791944846579
9,0.5,5,5,-0.2707840871171098,-0.351974805830754
9,0.5,5,6,0.203623095476405,0.039493115354068895
9,0.5,5,7,-0.442779228353396,0.587591414560776
9,0.5,5,8,-0.3054275353434135,0.2269989358913339
9,0.5,5,9,-0.31212281174947487,-0.36940866057704985
9,0.5,5,10,1.072369791135411,0.09874025708985883
9,0.5,5,11,0.3381105242534172,0.3284542725899784
9,0.5,5,12,0.8262081452710873,0.5637584856472935
9,0.5,5,13,0.8635056140379179,-0.032242444933236546
9,0.5,5,14,0.981956775170059,0.4080740637841212
9,0.5,5,15,0.13287829665955442,0.2614770519466607
9,0.5,5,16,0.9172230829589795,-0.059953515859136816
9,0.5,5,17,-0.358915119717934,0.5293801297448358
9,0.5,5,18,0.8449707457846206,-0.6397992877405738
9,0.5,5,19,0.5418925703421695,-0.2782329242400326
10,1,1,0,-0.017012970492386925,0.008302902628750322
10,1,1,1,0.06155209687627716,-0.06717626753567135
10,1,1,2,-0.5246139313932495,0.12434063280679103
10,1,1,3,-0.5904457516572259,-0.4864629378285359
10,1,1,4,0.15302741456209212,-0.021249426671916885
10,1,1,5,-1.1256851436199988,0.04414949444798516
10,1,1,6,-1.317207450513892,0.5648465468557977
10,1,1,7,-0.02815942514524178,0.6895582261056766
10,1,1,8,0.045178450819300275,0.24562113263443347
10,1,1,9,-0.426847236112202,-0.6779126351472462
10,1,1,10,0.7872469079028519,0.7373010483996173
10,1,1,11,-0.6271173228725508,0.5532060634189627
10,1,1,12,0.6545816608703159,-0.4894863014390205
10,1,1,13,0.7157921321531008,0.7510288433307086
10,1,1,14,0.06167956361262966,-0.1305827877580742
10,1,1,15,0.63073955044009,0.3480676525373977
10,1,1,16,0.11221028145632539,0.11494978645337753
10,1,1,17,0.8609154667804682,-0.012400113820630897
10,1,1,18,0.5371839604268449,-0.844728579812225
10,1,1,19,0.06943026356737447,0.8674005607537305
11,1,2,0,-0.6784166720553271,0.3501709618458649
11,1,2,1,-1.269493007310769,-0.18706799687877698
11,1,2,2,-0.6756750188642027,-0.18904885605947766
11,1,2,3,-0.867769126984695,0.46056326820170834
11,1,2,4,-0.23529061679000007,0.23052576596770527
11,1,2,5,-0.3959481478812991,0.331145096250834
11,1,2,6,-0.16669578462861112,-0.5636072796136831
11,1,2,7,-0.17057810694654363,0.40337056639482427
11,1,2,8,-0.7982454160738501,0.3311028547266473
11,1,2,9,-0.38362726589729557,0.029257599537997732
11,1,2,10,0.6946307024286273,0.08016500608064901
11,1,2,11,0.8617212499620032,0.9470610605226327
11,1,2,12,1.9626477826661057,-0.578013884065516
11,1,2,13,0.08231320628770689,-0.47169060108271454
11,1,2,14,0.5082349768166265,0.07590010931164741
11,1,2,15,0.1433457131836946,0.5024745835021895
11,1,2,16,-0.7025644754186187,-0.16129255477270582
11,1,2,17,1.513242583936285,0.38518880236869796
11,1,2,18,0.5482358843067976,-0.13390984322242322
11,1,2,19,2.4082511459958806,-0.21577969291423307
12,1,3,0,-0.10680769422065967,0.09743911036913575
12,1,3,1,0.058286064777491875,0.284142941991105
12,1,3,2,-0.86518878274605,0.04338484548548357
12,1,3,3,-0.18424543527501064,0.510217947591585
12,1,3,4,-1.272671765403487,-0.26512638757656637
12,1,3,5,0.28232902791191716,0.45338056570621615
12,1,3,6,-0.9062095322529258,0.059823759456550586
12,1,3,7,-0.252584484492859,-0.23300263782583236
12,1,3,8,-0.7739298192531311,-0.6993206954871172
12,1,3,9,-0.8713829375876905,-0.697604533911466
12,1,3,10,0.7782608593808427,-0.4933464300938792
12,1,3,11,1.0536301512719173,0.04044372076508582
12,1,3,12,0.405249069079761,0.23758032718395117
12,1,3,13,0.5219298391612118,-0.17930470109125576
12,1,3,14,0.3551713262387537,-0.6419381659000116
12,1,3,15,-0.15243619509389295,0.7131982298489572
12,1,3,16,0.9029487645292766,0.003647399730791858
12,1,3,17,-1.0323955023978673,0.21014884111396714
12,1,3,18,0.28349564122434695,-0.16356153914901359
12,1,3,19,0.5989324205271088,-0.42606070593848944
13,1,4,0,-0.599335620646909,0.1727742455938119
13,1,4,1,0.2556778658404052,0.42689394768087313
13,1,4,2,-1.350973004830265,-0.045474371240346693
13,1,4,3,0.6159031411528628,-0.1849308405236254
13,1,4,4,-0.67703208430657,-0.4539131059484811
13,1,4,5,-0.7471828413318902,0.26606071904546796
13,1,4,6,-0.21949956129839582,-0.27743277985553355
13,1,4,7,-0.5235912102886092,-0.5639552106673617
13,1,4,8,-1.1558381313284833,0.03939983380729336
13,1,4,9,-0.14494947582887147,-0.1651075014519281
13,1,4,10,0.39997763843072326,0.018206232352621594
13,1,4,11,0.6722243549517035,-0.7058198048207972
13,1,4,12,0.5112386311524364,-0.8098245300336202
13,1,4,13,0.18845916178068295,0.47188640420465966
13,1,4,14,1.125266087676963,0.042781238027087894
13,1,4,15,-0.08220965784137702,-0.14956538910500705
13,1,4,16,0.8030919254045872,0.2069983172169452
13,1,4,17,0.23030365418933163,0.18523210574437382
13,1,4,18,-0.21229370448896867,-0.21758196141254185
13,1,4,19,-0.3438315026577651,-0.8307299654664501
14,1,5,0,-0.438630324834861,-0.42653105198215185
14,1,5,1,-1.1224706604718908,-0.6083856067423762
14,1,5,2,-1.428893458094893,-0.6073734759525995
14,1,5,3,-0.8912346073132265,0.10543489279434992
14,1,5,4,-0.47130396393858054,0.2207791944846579
14,1,5,5,-0.5207840871171098,-0.351974805830754
14,1,5,6,-0.046376904523595,0.039493115354068895
14,1,5,7,-0.692779228353396,0.587591414560776
14,1,5,8,-0.5554275353434135,0.2269989358913339
14,1,5,9,-0.5621228117494749,-0.36940866057704985
14,1,5,10,1.322369791135411,0.09874025708985883
14,1,5,11,0.5881105242534173,0.3284542725899784
14,1,5,12,1.0762081452710874,0.5637584856472935
14,1,5,13,1.1135056140379178,-0.032242444933236546
14,1,5,14,1.231956775170059,0.4080740637841212
14,1,5,15,0.3828782966595544,0.2614770519466607
14,1,5,16,1.1672230829589796,-0.059953515859136816
14,1,5,17,-0.108915119717934,0.5293801297448358
14,1,5,18,1.0949707457846207,-0.6397992877405738
14,1,5,19,0.7918925703421695,-0.2782329242400326
15,1.5,1,0,-0.2670129704923869,0.008302902628750322
15,1.5,1,1,-0.18844790312372284,-0.06717626753567135
15,1.5,1,2,-0.7746139313932495,0.12434063280679103
15,1.5,1,3,-0.8404457516572259,-0.4864629378285359
15,1.5,1,4,-0.09697258543790788,-0.021249426671916885
15,1.5,1,5,-1.3756851436199988,0.04414949444798516
15,1.5,1,6,-1.567207450513892,0.5648465468557977
15,1.5,1,7,-0.2781594251452418,0.6895582261056766
15,1.5,1,8,-0.20482154918069972,0.24562113263443347
15,1.5,1,9,-0.676847236112202,-0.6779126351472462
15,1.5,1,10,1.037246907902852,0.7373010483996173
15,1.5,1,11,-0.37711732287255084,0.5532060634189627
15,1.5,1,12,0.9045816608703159,-0.4894863014390205
15,1.5,1,13,0.9657921321531008,0.7510288433307086
15,1.5,1,14,0.31167956361262966,-0.1305827877580742
15,1.5,1,15,0.88073955044009,0.3480676525373977
15,1.5,1,16,0.3622102814563254,0.11494978645337753
15,1.5,1,17,1.1109154667804682,-0.012400113820630897
15,1.5,1,18,0.7871839604268449,-0.844728579812225
15,1.5,1,19,0.3194302635673745,0.8674005607537305
16,1.5,2,0,-0.9284166720553271,0.3501709618458649
16,1.5,2,1,-1.519493007310769,-0.18706799687877698
16,1.5,2,2,-0.9256750188642027,-0.18904885605947766
16,1.5,2,3,-1.117769126984695,0.46056326820170834
16,1.5,2,4,-0.4852906167900001,0.23052576596770527
16,1.5,2,5,-0.6459481478812992,0.331145096250834
16,1.5,2,6,-0.4166957846286111,-0.5636072796136831
16,1.5,2,7,-0.42057810694654363,0.40337056639482427
16,1.5,2,8,-1.0482454160738501,0.3311028547266473
16,1.5,2,9,-0.6336272658972956,0.029257599537997732
16,1.5,2,10,0.9446307024286273,0.08016500608064901
16,1.5,2,11,1.1117212499620033,0.9470610605226327
16,1.5,2,12,2.2126477826661057,-0.578013884065516
16,1.5,2,13,0.3323132062877069,-0.47169060108271454
16,1.5,2,14,0.7582349768166265,0.07590010931164741
16,1.5,2,15,0.3933457131836946,0.5024745835021895
16,1.5,2,16,-0.45256447541861866,-0.16129255477270582
16,1.5,2,17,1.763242583936285,0.38518880236869796
16,1.5,2,18,0.7982358843067976,-0.13390984322242322
16,1.5,2,19,2.6582511459958806,-0.21577969291423307
17,1.5,3,0,-0.35680769422065967,0.09743911036913575
17,1.5,3,1,-0.19171393522250813,0.284142941991105
17,1.5,3,2,-1.11518878274605,0.04338484548548357
17,1.5,3,3,-0.43424543527501064,0.510217947591585
17,1.5,3,4,-1.522671765403487,-0.26512638757656637
17,1.5,3,5,0.03232902791191716,0.45338056570621615
17,1.5,3,6,-1.1562095322529258,0.059823759456550586
17,1.5,3,7,-0.502584484492859,-0.23300263782583236
17,1.5,3,8,-1.023929819253131,-0.6993206954871172
17,1.5,3,9,-1.1213829375876905,-0.697604533911466
17,1.5,3,10,1.0282608593808427,-0.4933464300938792
17,1.5,3,11,1.3036301512719173,0.04044372076508582
17,1.5,3,12,0.655249069079761,0.23758032718395117
17,1.5,3,13,0.7719298391612118,-0.17930470109125576
17,1.5,3,14,0.6051713262387537,-0.6419381659000116
17,1.5,3,15,0.09756380490610705,0.7131982298489572
17,1.5,3,16,1.1529487645292766,0.003647399730791858
17,1.5,3,17,-0.7823955023978673,0.21014884111396714
17,1.5,3,18,0.533495641224347,-0.16356153914901359
17,1.5,3,19,0.8489324205271088,-0.42606070593848944
18,1.5,4,0,-0.849335620646909,0.1727742455938119
18,1.5,4,1,0.005677865840405194,0.42689394768087313
18,1.5,4,2,-1.600973004830265,-0.045474371240346693
18,1.5,4,3,0.3659031411528628,-0.1849308405236254
18,1.5,4,4,-0.92703208430657,-0.4539131059484811
18,1.5,4,5,-0.9971828413318902,0.26606071904546796
18,1.5,4,6,-0.4694995612983958,-0.27743277985553355
18,1.5,4,7,-0.7735912102886092,-0.5639552106673617
18,1.5,4,8,-1.4058381313284833,0.03939983380729336
18,1.5,4,9,-0.39494947582887147,-0.1651075014519281
18,1.5,4,10,0.6499776384307233,0.018206232352621594
18,1.5,4,11,0.9222243549517035,-0.7058198048207972
18,1.5,4,12,0.7612386311524364,-0.8098245300336202
18,1.5,4,13,0.43845916178068295,0.47188640420465966
18,1.5,4,14,1.375266087676963,0.042781238027087894
18,1.5,4,15,0.16779034215862298,-0.14956538910500705
18,1.5,4,16,1.0530919254045872,0.2069983172169452
18,1.5,4,17,0.48030365418933163,0.18523210574437382
18,1.5,4,18,0.03770629551103133,-0.21758196141254185
18,1.5,4,19,-0.09383150265776508,-0.8307299654664501
19,1.5,5,0,-0.688630324834861,-0.42653105198215185
19,1.5,5,1,-1.3724706604718908,-0.6083856067423762
19,1.5,5,2,-1.678893458094893,-0.6073734759525995
19,1.5,5,3,-1.1412346073132265,0.10543489279434992
19,1.5,5,4,-0.7213039639385805,0.2207791944846579
19,1.5,5,5,-0.7707840871171098,-0.351974805830754
19,1.5,5,6,-0.296376904523595,0.039493115354068895
19,1.5,5,7,-0.942779228353396,0.587591414560776
19,1.5,5,8,-0.8054275353434135,0.2269989358913339
19,1.5,5,9,-0.8121228117494749,-0.36940866057704985
19,1.5,5,10,1.572369791135411,0.09874025708985883
19,1.5,5,11,0.8381105242534173,0.3284542725899784
19,1.5,5,12,1.3262081452710874,0.5637584856472935
19,1.5,5,13,1.3635056140379178,-0.032242444933236546
19,1.5,5,14,1.481956775170059,0.4080740637841212
19,1.5,5,15,0.6328782966595544,0.2614770519466607
19,1.5,5,16,1.4172230829589796,-0.059953515859136816
19,1.5,5,17,0.141084880282066,0.5293801297448358
19,1.5,5,18,1.3449707457846207,-0.6397992877405738
19,1.5,5,19,1.0418925703421695,-0.2782329242400326
20,2,1,0,-0.5170129704923869,0.008302902628750322
20,2,1,1,-0.43844790312372284,-0.06717626753567135
20,2,1,2,-1.0246139313932494,0.12434063280679103
20,2,1,3,-1.090445751657226,-0.4864629378285359
20,2,1,4,-0.3469725854379079,-0.021249426671916885
20,2,1,5,-1.6256851436199988,0.04414949444798516
20,2,1,6,-1.817207450513892,0.5648465468557977
20,2,1,7,-0.5281594251452417,0.6895582261056766
20,2,1,8,-0.4548215491806997,0.24562113263443347
20,2,1,9,-0.926847236112202,-0.6779126351472462
20,2,1,10,1.287246907902852,0.7373010483996173
20,2,1,11,-0.12711732287255084,0.5532060634189627
20,2,1,12,1.1545816608703159,-0.4894863014390205
20,2,1,13,1.215792132153101,0.7510288433307086
20,2,1,14,0.5616795636126297,-0.1305827877580742
20,2,1,15,1.13073955044009,0.3480676525373977
20,2,1,16,0.6122102814563254,0.11494978645337753
20,2,1,17,1.3609154667804682,-0.012400113820630897
20,2,1,18,1.037183960426845,-0.844728579812225
20,2,1,19,0.5694302635673745,0.8674005607537305
21,2,2,0,-1.178416672055327,0.3501709618458649
21,2,2,1,-1.769493007310769,-0.18706799687877698
21,2,2,2,-1.1756750188642027,-0.18904885605947766
21,2,2,3,-1.367769126984695,0.46056326820170834
21,2,2,4,-0.7352906167900001,0.23052576596770527
21,2,2,5,-0.8959481478812992,0.331145096250834
21,2,2,6,-0.6666957846286111,-0.5636072796136831
21,2,2,7,-0.6705781069465436,0.40337056639482427
21,2,2,8,-1.2982454160738501,0.3311028547266473
21,2,2,9,-0.8836272658972956,0.029257599537997732
21,2,2,10,1.1946307024286273,0.08016500608064901
21,2,2,11,1.3617212499620033,0.9470610605226327
21,2,2,12,2.4626477826661057,-0.578013884065516
21,2,2,13,0.5823132062877069,-0.47169060108271454
21,2,2,14,1.0082349768166265,0.07590010931164741
21,2,2,15,0.6433457131836946,0.5024745835021895
21,2,2,16,-0.20256447541861866,-0.16129255477270582
21,2,2,17,2.013242583936285,0.38518880236869796
21,2,2,18,1.0482358843067976,-0.13390984322242322
21,2,2,19,2.9082511459958806,-0.21577969291423307
22,2,3,0,-0.6068076942206597,0.09743911036913575
22,2,3,1,-0.4417139352225081,0.284142941991105
22,2,3,2,-1.36518878274605,0.04338484548548357
22,2,3,3,-0.6842454352750107,0.510217947591585
22,2,3,4,-1.772671765403487,-0.26512638757656637
22,2,3,5,-0.21767097208808284,0.45338056570621615
22,2,3,6,-1.4062095322529258,0.059823759456550586
22,2,3,7,-0.752584484492859,-0.23300263782583236
22,2,3,8,-1.273929819253131,-0.6993206954871172
22,2,3,9,-1.3713829375876905,-0.697604533911466
22,2,3,10,1.2782608593808427,-0.4933464300938792
22,2,3,11,1.5536301512719173,0.04044372076508582
22,2,3,12,0.905249069079761,0.23758032718395117
22,2,3,13,1.0219298391612117,-0.17930470109125576
22,2,3,14,0.8551713262387537,-0.6419381659000116
22,2,3,15,0.34756380490610705,0.7131982298489572
22,2,3,16,1.4029487645292766,0.003647399730791858
22,2,3,17,-0.5323955023978673,0.21014884111396714
22,2,3,18,0.783495641224347,-0.16356153914901359
22,2,3,19,1.098932420527109,-0.42606070593848944
23,2,4,0,-1.099335620646909,0.1727742455938119
23,2,4,1,-0.2443221341595948,0.42689394768087313
23,2,4,2,-1.850973004830265,-0.045474371240346693
23,2,4,3,0.11590314115286282,-0.1849308405236254
23,2,4,4,-1.17703208430657,-0.4539131059484811
23,2,4,5,-1.2471828413318902,0.26606071904546796
23,2,4,6,-0.7194995612983959,-0.27743277985553355
23,2,4,7,-1.0235912102886093,-0.5639552106673617
23,2,4,8,-1.6558381313284833,0.03939983380729336
23,2,4,9,-0.6449494758288714,-0.1651075014519281
23,2,4,10,0.8999776384307233,0.018206232352621594
23,2,4,11,1.1722243549517035,-0.7058198048207972
23,2,4,12,1.0112386311524364,-0.8098245300336202
23,2,4,13,0.688459161780683,0.47188640420465966
23,2,4,14,1.625266087676963,0.042781238027087894
23,2,4,15,0.417790342158623,-0.14956538910500705
23,2,4,16,1.3030919254045872,0.2069983172169452
23,2,4,17,0.7303036541893316,0.18523210574437382
23,2,4,18,0.28770629551103133,-0.21758196141254185
23,2,4,19,0.15616849734223492,-0.8307299654664501
24,2,5,0,-0.938630324834861,-0.42653105198215185
24,2,5,1,-1.6224706604718908,-0.6083856067423762
24,2,5,2,-1.928893458094893,-0.6073734759525995
24,2,5,3,-1.3912346073132265,0.10543489279434992
24,2,5,4,-0.9713039639385805,0.2207791944846579
24,2,5,5,-1.0207840871171097,-0.351974805830754
24,2,5,6,-0.546376904523595,0.039493115354068895
24,2,5,7,-1.192779228353396,0.587591414560776
24,2,5,8,-1.0554275353434135,0.2269989358913339
24,2,5,9,-1.062122811749475,-0.36940866057704985
24,2,5,10,1.822369791135411,0.09874025708985883
24,2,5,11,1.0881105242534173,0.3284542725899784
24,2,5,12,1.5762081452710874,0.5637584856472935
24,2,5,13,1.6135056140379178,-0.032242444933236546
24,2,5,14,1.731956775170059,0.4080740637841212
24,2,5,15,0.8828782966595544,0.2614770519466607
24,2,5,16,1.6672230829589796,-0.059953515859136816
24,2,5,17,0.391084880282066,0.5293801297448358
24,2,5,18,1.5949707457846207,-0.6397992877405738
24,2,5,19,1.2918925703421695,-0.2782329242400326
25,3,1,0,-1.017012970492387,0.008302902628750322
25,3,1,1,-0.9384479031237228,-0.06717626753567135
25,3,1,2,-1.5246139313932494,0.12434063280679103
25,3,1,3,-1.590445751657226,-0.4864629378285359
25,3,1,4,-0.8469725854379079,-0.021249426671916885
25,3,1,5,-2.125685143619999,0.04414949444798516
25,3,1,6,-2.3172074505138918,0.5648465468557977
25,3,1,7,-1.0281594251452417,0.6895582261056766
